Grupos ECOICOP	Tipo de dato	Periodo	Total
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2023M01	-4,2
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2022M12	-4,5
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2022M11	-5,2
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2022M10	-1,7
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2022M09	5,2
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2022M08	11,0
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2022M07	7,1
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2022M06	4,4
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2022M05	0,9
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2022M04	1,7
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2022M03	10,2
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2022M02	0,5
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2022M01	-0,1
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2021M12	23,3
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2021M11	15,7
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2021M10	18,1
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2021M09	13,6
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2021M08	9,7
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2021M07	7,3
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2021M06	8,2
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2021M05	5,9
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2021M04	5,5
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2021M03	2,0
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2021M02	-1,2
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2021M01	4,3
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2020M12	-0,1
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2020M11	-1,0
04 Vivienda, agua, electricidad, gas y otros combustibles	Variación en lo que va de año	2020M10	-2,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2025M10	113,704
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2025M09	113,304
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2025M08	113,169
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2025M07	113,164
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2025M06	113,644
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2025M05	113,523
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2025M04	113,255
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2025M03	113,014
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2025M02	112,700
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2025M01	112,638
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2024M12	113,059
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2024M11	112,901
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2024M10	112,725
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2024M09	112,395
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2024M08	112,245
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2024M07	112,204
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2024M06	112,802
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2024M05	112,822
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2024M04	112,682
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2024M03	112,312
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2024M02	112,134
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2024M01	112,007
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2023M12	112,330
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2023M11	112,289
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2023M10	112,175
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2023M09	111,844
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2023M08	111,730
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2023M07	111,617
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2023M06	112,367
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2023M05	112,130
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2023M04	111,823
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2023M03	111,173
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2023M02	110,557
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2023M01	110,157
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2022M12	110,166
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2022M11	109,386
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2022M10	108,580
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2022M09	107,695
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2022M08	107,174
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2022M07	106,867
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2022M06	106,704
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2022M05	105,984
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2022M04	105,164
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2022M03	103,616
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2022M02	102,689
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2022M01	102,099
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2021M12	101,549
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2021M11	101,033
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2021M10	100,529
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2021M09	99,937
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2021M08	99,647
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2021M07	99,692
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2021M06	100,156
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2021M05	100,065
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2021M04	99,736
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2021M03	99,417
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2021M02	99,040
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2021M01	99,198
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2020M12	99,478
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2020M11	99,482
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Índice	2020M10	99,323
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2025M10	0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2025M09	0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2025M08	0,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2025M07	-0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2025M06	0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2025M05	0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2025M04	0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2025M03	0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2025M02	0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2025M01	-0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2024M12	0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2024M11	0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2024M10	0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2024M09	0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2024M08	0,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2024M07	-0,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2024M06	0,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2024M05	0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2024M04	0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2024M03	0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2024M02	0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2024M01	-0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2023M12	0,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2023M11	0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2023M10	0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2023M09	0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2023M08	0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2023M07	-0,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2023M06	0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2023M05	0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2023M04	0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2023M03	0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2023M02	0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2023M01	0,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2022M12	0,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2022M11	0,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2022M10	0,8
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2022M09	0,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2022M08	0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2022M07	0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2022M06	0,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2022M05	0,8
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2022M04	1,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2022M03	0,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2022M02	0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2022M01	0,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2021M12	0,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2021M11	0,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación mensual	2021M10	0,6
